Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 02/28  13:00:00,662.485290268,78.3663332236,204.674573937,0.0,220.879908,151.653867033,117.064986511,14.7863936969,48.3426,53.9359928136
 02/28  14:00:00,711.975091092,79.32905889,258.833629382,0.0,220.879908,145.652643033,72.5118528059,3.3023193107,24.1713,45.0382334952
 02/28  15:00:00,753.54724098,79.8133329529,299.702693126,0.0,220.879908,145.652643033,68.7943268245,0.0,24.1713,44.6230268245
 02/28  16:00:00,742.128879508,79.2030461788,296.119044261,0.0,220.879908,137.835547516,49.8969477304,9.30118334556,4.83426,35.7615043849
 02/28  17:00:00,608.551319272,76.5577936055,170.450350105,0.0,220.879908,133.019064,57.3481865483,17.024416346,4.83426,35.4895102023
 02/28  18:00:00,458.905511291,75.7611649918,96.553323512,0.0,220.879908,53.238744,90.9656832409,50.6441824839,4.83426,35.487240757
 02/28  19:00:00,398.32314961,75.7303620347,25.5922769312,0.0,220.879908,53.238744,151.689804472,102.884763668,4.83426,43.9707808045
 02/28  20:00:00,372.114495328,75.7303620347,0.0,0.0,220.879908,53.238744,167.824100609,153.778510902,4.83426,9.21132970614
 02/28  21:00:00,372.122625873,75.7303620347,0.0,0.0,220.879908,53.238744,224.549084383,211.038178545,4.83426,8.67664583782
 02/28  22:00:00,117.721485578,0.0,0.0,0.0,43.513341876,52.539744,13.5102772027,0.0,4.83426,8.67601720267
 02/28  23:00:00,117.810608025,0.0,0.0,0.0,43.513341876,52.539744,13.4762264838,0.0,4.83426,8.64196648382
 02/28  24:00:00,118.786725574,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/01  01:00:00,117.884030258,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/01  02:00:00,117.893604548,0.0,0.0,0.0,43.513341876,52.539744,13.4527295326,0.0,4.83426,8.61846953262
 03/01  03:00:00,117.902460349,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/01  04:00:00,117.91118626,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/01  05:00:00,118.353629823,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/01  06:00:00,118.302555062,0.0,0.0,0.0,43.513341876,52.539744,13.4527290401,0.0,4.83426,8.61846904007
 03/01  07:00:00,187.983520214,75.7303620347,2.19514079376,0.0,43.513341876,53.238744,531.88810802,527.03384802,4.83426,0.02
 03/01  08:00:00,361.301925778,75.7303620347,6.74711654988,0.0,220.879908,53.238744,429.516355681,407.134402839,4.83426,17.547692842
 03/01  09:00:00,562.022660922,75.7303620347,113.073610631,0.0,220.879908,145.652643033,162.985117041,91.408556034,36.25695,35.3196110075
 03/01  10:00:00,692.941117392,75.7934307182,242.919019893,0.0,220.879908,145.652643033,72.4315651088,0.490958356083,36.25695,35.6836567527
 03/01  11:00:00,780.101591704,76.4823329055,322.783951146,0.0,220.879908,151.653867033,93.003710218,0.0,48.3426,44.661110218
 03/01  12:00:00,848.141760025,77.7921960962,388.30575087,0.0,220.879908,151.653867033,93.1673327713,0.0,48.3426,44.8247327713
 03/01  13:00:00,885.117130877,79.419774035,423.808950753,0.0,220.879908,151.653867033,93.2879520965,0.0,48.3426,44.9453520965
 03/01  14:00:00,878.790753546,80.834915259,421.526307595,0.0,220.879908,145.652643033,78.2267337368,0.0214327172286,24.1713,54.0340010196
 03/01  15:00:00,878.664389795,81.3409143717,420.890277431,0.0,220.879908,145.652643033,64.8698722524,0.0,24.1713,40.6985722524
 03/01  16:00:00,880.972310226,81.1460481187,431.263170118,0.0,220.879908,137.835547516,44.5370001465,0.0106045463018,4.83426,39.6921356002
 03/01  17:00:00,835.471349517,77.2914926753,395.647961365,0.0,220.879908,133.019064,40.6157960209,0.292515000198,4.83426,35.4890210207
 03/01  18:00:00,546.236403681,75.8289310616,183.005368394,0.0,220.879908,53.238744,49.2013734498,8.87846376793,4.83426,35.4886496819
 03/01  19:00:00,481.933308578,75.7341803101,108.163060904,0.0,220.879908,53.238744,99.952335955,59.5050792171,4.83426,35.612996738
 03/01  20:00:00,384.253182536,75.7303620347,11.4543010407,0.0,220.879908,53.238744,137.766519852,115.580338815,4.83426,17.3519210364
 03/01  21:00:00,372.520556531,75.7303620347,0.0,0.0,220.879908,53.238744,173.844341864,160.33357934,4.83426,8.67650252398
 03/01  22:00:00,118.01166837,0.0,0.0,0.0,43.513341876,52.539744,13.5101360525,0.0,4.83426,8.67587605246
 03/01  23:00:00,117.745996208,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/01  24:00:00,118.729181899,0.0,0.0,0.0,43.513341876,52.539744,13.4663379507,0.0,4.83426,8.63207795073
 03/02  01:00:00,117.77129839,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/02  02:00:00,117.729543045,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/02  03:00:00,117.716972494,0.0,0.0,0.0,43.513341876,52.539744,13.4526047882,0.0,4.83426,8.61834478823
 03/02  04:00:00,117.701082649,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/02  05:00:00,118.088813546,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/02  06:00:00,118.042595974,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/02  07:00:00,184.099700644,75.7303620347,0.0,0.0,43.513341876,53.238744,1460.46138132,1447.00877603,4.83426,8.61834529631
 03/02  08:00:00,365.628827865,75.7303620347,10.9737840992,0.0,220.879908,53.238744,538.284293954,515.902266087,4.83426,17.5477678664
 03/02  09:00:00,582.709899821,75.7303620347,133.908818725,0.0,220.879908,145.652643033,150.929842062,79.355860301,36.25695,35.3170317607
 03/02  10:00:00,665.720411621,75.7566426239,216.109797253,0.0,220.879908,145.652643033,80.4254274105,8.48031015859,36.25695,35.6881672519
 03/02  11:00:00,713.677038045,76.145196875,257.326323113,0.0,220.879908,151.653867033,93.5056294558,0.504748178679,48.3426,44.6582812772
 03/02  12:00:00,836.547832464,77.1951010876,377.209923604,0.0,220.879908,151.653867033,93.1938860202,0.0207639452178,48.3426,44.830522075
 03/02  13:00:00,887.253322935,78.409988312,426.741202821,0.0,220.879908,151.653867033,93.2919660638,0.0,48.3426,44.9493660638
 03/02  14:00:00,879.160297443,79.6026337697,423.15769402,0.0,220.879908,145.652643033,78.2180434095,0.0221303138027,24.1713,54.0246130957
 03/02  15:00:00,878.516516542,80.0682132952,422.044699006,0.0,220.879908,145.652643033,59.8699101098,0.0,24.1713,35.6986101098
 03/02  16:00:00,880.909958074,79.9401209606,432.434951038,0.0,220.879908,137.835547516,49.5423520161,0.0105679577866,4.83426,44.6975240583
 03/02  17:00:00,868.146838614,76.7297849267,428.674552623,0.0,220.879908,133.019064,40.3808067374,0.0604181123457,4.83426,35.4861286251
 03/02  18:00:00,670.96470784,75.7708803923,307.176154156,0.0,220.879908,53.238744,40.3178898511,0.0,4.83426,35.4836298511
 03/02  19:00:00,588.124969268,75.7303620347,213.368314073,0.0,220.879908,53.238744,51.050243159,10.6048251708,4.83426,35.6111579881
 03/02  20:00:00,517.073661189,75.7303620347,142.680361246,0.0,220.879908,53.238744,56.0337957061,42.5141588056,4.83426,8.68537690046
 03/02  21:00:00,419.372205925,75.7303620347,46.2878775597,0.0,220.879908,53.238744,118.470767263,104.962029079,4.83426,8.67447818384
 03/02  22:00:00,118.000001843,0.0,0.0,0.0,43.513341876,52.539744,18.8230989891,0.0,4.83426,13.9888389891
 03/02  23:00:00,117.776402455,0.0,0.0,0.0,43.513341876,52.539744,8.18141590289,0.0,4.83426,3.34715590289
 03/02  24:00:00,118.735838404,0.0,0.0,0.0,43.513341876,52.539744,13.4644233352,0.0,4.83426,8.63016333524
 03/03  01:00:00,117.788302322,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/03  02:00:00,117.790889702,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/03  03:00:00,117.772260109,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/03  04:00:00,117.741598891,0.0,0.0,0.0,43.513341876,52.539744,13.4526313875,0.0,4.83426,8.61837138749
 03/03  05:00:00,119.830619284,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/03  06:00:00,119.486754996,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/03  07:00:00,184.012246325,75.7303620347,0.0,0.0,43.513341876,53.238744,1007.36118302,1002.50692302,4.83426,0.02
 03/03  08:00:00,377.061892067,75.7303620347,22.4337784674,0.0,220.879908,53.238744,437.32211438,406.175336416,4.83426,26.3125179636
 03/03  09:00:00,599.268435288,75.7303620347,150.462398238,0.0,220.879908,145.652643033,136.774145018,74.023050565,36.25695,26.4941444526
 03/03  10:00:00,733.266634676,75.8802019514,282.835931634,0.0,220.879908,145.652643033,81.5700989538,0.709025249535,36.25695,44.6041237042
 03/03  11:00:00,866.699517422,76.6522102732,408.247647124,0.0,220.879908,151.653867033,93.0008320761,0.0,48.3426,44.6582320761
 03/03  12:00:00,900.408734327,78.1584241993,438.69775531,0.0,220.879908,151.653867033,93.1631567524,0.0,48.3426,44.8205567524
 03/03  13:00:00,912.192251926,79.7812739751,449.138692653,0.0,220.879908,151.653867033,93.3000739721,0.0,48.3426,44.9574739721
 03/03  14:00:00,905.545718654,81.2733307916,446.678357993,0.0,220.879908,145.652643033,70.330426258,0.019163552698,24.1713,46.1399627053
 03/03  15:00:00,889.375338206,82.2145217433,430.212598602,0.0,220.879908,145.652643033,67.7029330048,0.0221834040731,24.1713,43.5094496007
 03/03  16:00:00,871.000001927,81.7619357343,421.317354218,0.0,220.879908,137.835547516,49.5958105652,0.0662021988635,4.83426,44.6953483663
 03/03  17:00:00,817.993684553,77.4121141109,378.697434077,0.0,220.879908,133.019064,40.3591207974,0.0404372297764,4.83426,35.4844235676
 03/03  18:00:00,589.108814571,75.856341532,226.16226643,0.0,220.879908,53.238744,45.3553414383,5.03714315154,4.83426,35.4839382868
 03/03  19:00:00,491.40649796,75.7357842409,117.772363297,0.0,220.879908,53.238744,85.5639627984,45.1166888824,4.83426,35.6130139161
 03/03  20:00:00,399.529673144,75.7303620347,27.1143145715,0.0,220.879908,53.238744,111.83165158,98.3106554436,4.83426,8.68673613684
 03/03  21:00:00,372.112276294,75.7303620347,0.0,0.0,220.879908,53.238744,327.297312717,313.786832605,4.83426,8.67622011209
 03/03  22:00:00,117.583959635,0.0,0.0,0.0,43.513341876,52.539744,13.5098457636,0.0,4.83426,8.67558576356
 03/03  23:00:00,117.662170701,0.0,0.0,0.0,43.513341876,52.539744,13.4762298788,0.0,4.83426,8.64196987878
 03/03  24:00:00,118.684986621,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  01:00:00,117.703495727,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  02:00:00,117.689244891,0.0,0.0,0.0,43.513341876,52.539744,13.4458157605,0.0,4.83426,8.61155576055
 03/04  03:00:00,117.690695169,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  04:00:00,117.700299665,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  05:00:00,118.107134597,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  06:00:00,118.048332249,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  07:00:00,106.123787621,0.0,0.0,0.0,43.513341876,52.539744,13.4457804476,0.0,4.83426,8.61152044758
 03/04  08:00:00,100.191921057,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  09:00:00,100.438055995,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  10:00:00,100.616549388,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  11:00:00,100.694256703,0.0,0.0,0.0,43.513341876,52.539744,22.2481465691,0.0,4.83426,17.4138865691
 03/04  12:00:00,193.545617319,1.29009027133,89.8162131385,0.0,43.513341876,52.539744,13.4870925333,0.0,4.83426,8.65283253331
 03/04  13:00:00,369.285258792,4.33174723879,261.258956805,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  14:00:00,402.266392204,4.26346444667,294.33032998,0.0,43.513341876,52.539744,13.4792274933,0.0,4.83426,8.64496749333
 03/04  15:00:00,444.083104314,5.34376123251,334.501316595,0.0,43.513341876,52.539744,13.4802254284,0.0,4.83426,8.64596542844
 03/04  16:00:00,334.926610865,4.72365526457,227.156904205,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  17:00:00,247.228623202,3.89818312416,141.407641273,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  18:00:00,143.676210637,1.20705495539,35.8303295419,0.0,43.513341876,52.539744,13.4459033611,0.0,4.83426,8.6116433611
 03/04  19:00:00,118.081183407,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  20:00:00,118.487016683,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  21:00:00,118.37807528,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  22:00:00,118.114406665,0.0,0.0,0.0,43.513341876,52.539744,31.2207382476,0.0,4.83426,26.3864782476
 03/04  23:00:00,117.761849986,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/04  24:00:00,118.62298661,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  01:00:00,117.682359983,0.0,0.0,0.0,43.513341876,52.539744,13.4458248531,0.0,4.83426,8.6115648531
 03/05  02:00:00,117.678547068,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  03:00:00,117.681893719,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  04:00:00,117.637549895,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  05:00:00,118.043622377,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  06:00:00,118.018809169,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  07:00:00,106.108631626,0.0,0.0,0.0,43.513341876,52.539744,13.4457870262,0.0,4.83426,8.61152702621
 03/05  08:00:00,100.116596677,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  09:00:00,100.248881789,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  10:00:00,100.374637449,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  11:00:00,100.450994761,0.0,0.0,0.0,43.513341876,52.539744,22.2480835582,0.0,4.83426,17.4138235582
 03/05  12:00:00,101.285111293,0.0,0.0,0.0,43.513341876,52.539744,13.4863962384,0.0,4.83426,8.65213623841
 03/05  13:00:00,271.225174166,3.36030518733,165.368831845,0.0,43.513341876,52.539744,13.4870291415,0.0,4.83426,8.65276914151
 03/05  14:00:00,285.39420512,4.06414790985,177.215858371,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  15:00:00,290.281966844,4.82179733646,180.989251569,0.0,43.513341876,52.539744,13.480200034,0.0,4.83426,8.64594003404
 03/05  16:00:00,250.581442901,4.75705543012,142.27974145,0.0,43.513341876,52.539744,13.4796834184,0.0,4.83426,8.6454234184
 03/05  17:00:00,167.256931267,2.88826182766,62.9149610256,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  18:00:00,109.20626205,0.326654869367,5.63250107607,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  19:00:00,118.027134125,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  20:00:00,118.438223269,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  21:00:00,118.362374147,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/05  22:00:00,118.110452499,0.0,0.0,0.0,43.513341876,52.539744,31.2266700639,0.0,4.83426,26.3924100639
 03/05  23:00:00,117.756353487,0.0,0.0,0.0,43.513341876,52.539744,13.4458862966,0.0,4.83426,8.61162629658
 03/05  24:00:00,118.617564591,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/06  01:00:00,117.717109739,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/06  02:00:00,117.709850496,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/06  03:00:00,117.695158037,0.0,0.0,0.0,43.513341876,52.539744,13.4524183813,0.0,4.83426,8.61815838127
 03/06  04:00:00,117.690323115,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/06  05:00:00,118.114218497,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/06  06:00:00,118.082235566,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/06  07:00:00,183.419214935,75.7303620347,0.0,0.0,43.513341876,53.238744,1169.39800502,1155.94560066,4.83426,8.61814436738
 03/06  08:00:00,354.484922409,75.7303620347,0.0,0.0,220.879908,53.238744,646.998657283,624.617877489,4.83426,17.5465197942
 03/06  09:00:00,489.77096831,75.7303620347,42.0595540733,0.0,220.879908,145.652643033,294.33965,222.768972623,36.25695,35.3137273771
 03/06  10:00:00,577.650529179,75.7349356012,128.082121892,0.0,220.879908,145.652643033,174.46235427,102.522417261,36.25695,35.6829870097
 03/06  11:00:00,648.758133201,75.7983412992,192.348742142,0.0,220.879908,151.653867033,114.117352056,21.1196096426,48.3426,44.6551424131
 03/06  12:00:00,679.483606651,75.7602031634,222.163273866,0.0,220.879908,151.653867033,93.7888079476,0.623419541211,48.3426,44.8227884064
 03/06  13:00:00,651.614207989,75.7567911819,195.543225525,0.0,220.879908,151.653867033,103.971547124,10.6814307914,48.3426,44.9475163327
 03/06  14:00:00,623.385032296,75.7849837937,173.561041653,0.0,220.879908,145.652643033,106.664970439,28.4760062213,24.1713,54.0176642181
 03/06  15:00:00,623.223187631,75.7997822806,173.409758403,0.0,220.879908,145.652643033,89.1156116322,29.2436535305,24.1713,35.7006581017
 03/06  16:00:00,583.205409928,75.8134156569,141.759100759,0.0,220.879908,137.835547516,97.9116969454,48.3825258453,4.83426,44.6949111002
 03/06  17:00:00,530.523707599,75.7303620347,94.9587515371,0.0,220.879908,133.019064,65.8313624318,25.5126587728,4.83426,35.484443659
 03/06  18:00:00,453.731949211,75.7303620347,94.9313714861,0.0,220.879908,53.238744,115.752104854,75.436001295,4.83426,35.481843559
 03/06  19:00:00,434.52628589,75.7303620347,61.3082411341,0.0,220.879908,53.238744,138.603023807,98.1581110107,4.83426,35.6106527961
 03/06  20:00:00,402.751778567,75.7303620347,29.6049318725,0.0,220.879908,53.238744,134.584360646,121.064245646,4.83426,8.68585499954
 03/06  21:00:00,401.715348142,75.7303620347,28.6013841515,0.0,220.879908,53.238744,146.730088955,133.220307224,4.83426,8.6755217305
 03/06  22:00:00,118.137729956,0.0,0.0,0.0,43.513341876,52.539744,13.51044745,0.0,4.83426,8.67618745001
 03/06  23:00:00,117.868662761,0.0,0.0,0.0,43.513341876,52.539744,13.4761211055,0.0,4.83426,8.6418611055
 03/06  24:00:00,118.802703012,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/07  01:00:00,117.896631521,0.0,0.0,0.0,43.513341876,52.539744,13.4526669305,0.0,4.83426,8.61840693045
 03/07  02:00:00,117.890638568,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/07  03:00:00,117.879971972,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/07  04:00:00,117.867369452,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/07  05:00:00,120.070733158,0.0,0.0,0.0,43.513341876,52.539744,13.4526487982,0.0,4.83426,8.61838879818
 03/07  06:00:00,119.710231282,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/07  07:00:00,183.497994322,75.7303620347,0.0,0.0,43.513341876,53.238744,557.111321456,552.257061456,4.83426,0.02
 03/07  08:00:00,366.346386016,75.7303620347,11.6846142016,0.0,220.879908,53.238744,430.055288539,398.910241483,4.83426,26.3107870558
 03/07  09:00:00,499.071964363,75.7303620347,51.2604290404,0.0,220.879908,145.652643033,243.941298277,181.195231708,36.25695,26.4891165692
 03/07  10:00:00,546.083048055,75.7761039492,97.4700179233,0.0,220.879908,145.652643033,197.090493548,116.234233635,36.25695,44.5993099125
 03/07  11:00:00,609.932687905,75.9814855594,154.325079929,0.0,220.879908,151.653867033,136.904205954,52.8339416262,48.3426,35.727664328
 03/07  12:00:00,673.952073917,76.5935866279,216.058292758,0.0,220.879908,151.653867033,96.0970638007,2.93957623048,48.3426,44.8148875702
 03/07  13:00:00,675.091091558,77.0067869866,217.748247437,0.0,220.879908,151.653867033,103.222300711,0.946695034047,48.3426,53.9330056767
 03/07  14:00:00,710.210385115,78.2963907395,257.04637368,0.0,220.879908,145.652643033,69.5010731861,0.302647552844,24.1713,45.0271256332
 03/07  15:00:00,745.490206262,78.7246474424,291.239929301,0.0,220.879908,145.652643033,68.786272137,0.0,24.1713,44.614972137
 03/07  16:00:00,720.339774196,77.40244414,274.982063669,0.0,220.879908,137.835547516,52.826930251,3.30008842095,4.83426,44.69258183
 03/07  17:00:00,610.377572394,75.9172637441,172.726564505,0.0,220.879908,133.019064,44.2947749343,12.8438979594,4.83426,26.6166169748
 03/07  18:00:00,449.404372519,75.7417140514,90.3571450993,0.0,220.879908,53.238744,91.7886049444,51.4732134138,4.83426,35.4811315306
 03/07  19:00:00,445.535519137,75.7303620347,72.0004335137,0.0,220.879908,53.238744,121.690173149,72.3495056344,4.83426,44.5064075147
 03/07  20:00:00,421.287917527,75.7303620347,48.2291620282,0.0,220.879908,53.238744,104.285890604,90.765653661,4.83426,8.68597694295
 03/07  21:00:00,403.634485691,75.7303620347,30.8721806096,0.0,220.879908,53.238744,129.012468272,115.501627609,4.83426,8.67658066252
 03/07  22:00:00,117.786027573,0.0,0.0,0.0,43.513341876,52.539744,13.5101865705,0.0,4.83426,8.67592657052
 03/07  23:00:00,117.823378329,0.0,0.0,0.0,43.513341876,52.539744,13.4762231569,0.0,4.83426,8.64196315685
 03/07  24:00:00,118.743184127,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/08  01:00:00,117.815857009,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/08  02:00:00,117.794877685,0.0,0.0,0.0,43.513341876,52.539744,13.4524649253,0.0,4.83426,8.61820492532
 03/08  03:00:00,117.765430049,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/08  04:00:00,117.749007311,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/08  05:00:00,118.157124781,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/08  06:00:00,118.11191984,0.0,0.0,0.0,43.513341876,52.539744,13.4524444126,0.0,4.83426,8.61818441261
 03/08  07:00:00,184.119674376,75.7303620347,0.0,0.0,43.513341876,53.238744,1403.22308825,1398.36882825,4.83426,0.02
 03/08  08:00:00,354.768362012,75.7303620347,0.0,0.0,220.879908,53.238744,734.056048515,711.675305379,4.83426,17.5464831361
 03/08  09:00:00,451.88305728,75.7303620347,5.00522457616,0.0,220.879908,145.652643033,368.452032172,296.881688972,36.25695,35.3133931996
 03/08  10:00:00,492.741819959,75.7552365159,45.0477670929,0.0,220.879908,145.652643033,243.33056783,171.394828833,36.25695,35.6787889979
 03/08  11:00:00,575.184654814,76.2280370974,120.073154634,0.0,220.879908,151.653867033,170.772779076,77.7763386971,48.3426,44.6538403789
 03/08  12:00:00,680.339157502,77.5898573308,222.098003163,0.0,220.879908,151.653867033,98.3912558725,5.22607479609,48.3426,44.8225810764
 03/08  13:00:00,739.094801321,79.0882543794,279.976837697,0.0,220.879908,151.653867033,93.2843935804,0.0,48.3426,44.9417935804
 03/08  14:00:00,756.494065244,80.1569191193,302.278669981,0.0,220.879908,145.652643033,78.2645573294,0.0720491612615,24.1713,54.0212081681
 03/08  15:00:00,725.127228921,80.4267103793,270.985620387,0.0,220.879908,145.652643033,61.5832347351,1.71638444631,24.1713,35.6955502888
 03/08  16:00:00,643.101148714,79.6513259144,198.178920308,0.0,220.879908,137.835547516,71.1974042753,21.6722779074,4.83426,44.690866368
 03/08  17:00:00,555.194887664,76.653052051,118.942453665,0.0,220.879908,133.019064,62.9615070295,22.6430548156,4.83426,35.4841922138
 03/08  18:00:00,414.216887308,75.7991340039,56.2321050704,0.0,220.879908,53.238744,107.665770753,67.3510670538,4.83426,35.4804436989
 03/08  19:00:00,381.324890969,75.7326988991,9.0838797547,0.0,220.879908,53.238744,151.526783648,111.083693176,4.83426,35.6088304721
 03/08  20:00:00,372.523084615,75.7303620347,0.0,0.0,220.879908,53.238744,202.364913289,188.844790582,4.83426,8.6858627073
 03/08  21:00:00,372.522193968,75.7303620347,0.0,0.0,220.879908,53.238744,301.590196453,288.080214935,4.83426,8.67572151794
 03/08  22:00:00,117.945769694,0.0,0.0,0.0,43.513341876,52.539744,22.1663660518,0.0,4.83426,17.3321060518
 03/08  23:00:00,117.700492349,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/08  24:00:00,118.689057888,0.0,0.0,0.0,43.513341876,52.539744,13.4660833098,0.0,4.83426,8.63182330981
 03/09  01:00:00,117.71751729,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/09  02:00:00,117.699161041,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/09  03:00:00,117.693549444,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/09  04:00:00,117.668741489,0.0,0.0,0.0,43.513341876,52.539744,13.4525545549,0.0,4.83426,8.61829455489
 03/09  05:00:00,118.069419582,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/09  06:00:00,118.046366715,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 03/09  07:00:00,184.142508932,75.7303620347,0.0,0.0,43.513341876,53.238744,1438.64556707,1425.19303638,4.83426,8.61827068916
 03/09  08:00:00,354.855686102,75.7303620347,0.0,0.0,220.879908,53.238744,757.393807804,735.012821497,4.83426,17.546726307
 03/09  09:00:00,534.497757734,75.7303620347,86.4673562008,0.0,220.879908,145.652643033,223.010929392,160.262370511,36.25695,26.4916088812
