https://openei.org/datasets/files/961/pub/COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT/USA_CA_Los.Angeles.Intl.AP.722950_TMY3/RefBldgSecondarySchoolNew2004_7.1_5.0_3B_USA_CA_LOS_ANGELES.csv
Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/30  21:00:00,367.10693859,70.3526261768,0.0,0.0,220.879908,53.238744,286.971638554,273.46912052,4.83426,8.66825803386
 01/30  22:00:00,117.86692579,0.0,0.0,0.0,43.513341876,52.539744,13.5023458948,0.0,4.83426,8.66808589478
 01/30  23:00:00,117.619385208,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/30  24:00:00,118.643263565,0.0,0.0,0.0,43.513341876,52.539744,13.462993451,0.0,4.83426,8.62873345103
 01/31  01:00:00,117.703514047,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/31  02:00:00,117.730519437,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/31  03:00:00,117.694438016,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/31  04:00:00,117.682036664,0.0,0.0,0.0,43.513341876,52.539744,13.4506272178,0.0,4.83426,8.61636721778
 01/31  05:00:00,119.829459867,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/31  06:00:00,119.519528348,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/31  07:00:00,190.424448516,70.3382633691,0.0,0.0,43.513341876,53.238744,1032.08183151,1027.22757151,4.83426,0.02
 01/31  08:00:00,349.369132279,70.3382633691,0.0,0.0,220.879908,53.238744,1003.35089586,972.27027693,4.83426,26.2463589347
 01/31  09:00:00,441.837787171,70.3382633691,0.00134178236145,0.0,220.879908,145.652643033,746.447998784,685.384186741,36.25695,24.8068620429
 01/31  10:00:00,441.889983759,70.3721025967,0.00181445894387,0.0,220.879908,145.652643033,626.152176693,552.760782943,36.25695,37.1344437496
 01/31  11:00:00,447.807606207,70.6903312716,0.0014259852144,0.0,220.879908,151.653867033,456.029452342,372.121322936,48.3426,35.5655294056
 01/31  12:00:00,482.518551434,71.3374413384,32.7304420289,0.0,220.879908,151.653867033,246.880230324,162.850990414,48.3426,35.6866399106
 01/31  13:00:00,561.306710986,72.4939239468,110.355006108,0.0,220.879908,151.653867033,136.062185747,43.0077101373,48.3426,44.7118756095
 01/31  14:00:00,621.907520181,73.5670813565,175.420135369,0.0,220.879908,145.652643033,69.2453567642,0.291336468894,24.1713,44.7827202953
 01/31  15:00:00,661.826049016,74.2521194189,214.484252278,0.0,220.879908,145.652643033,59.7112075692,0.0,24.1713,35.5399075692
 01/31  16:00:00,656.126774807,74.3123842979,216.626245027,0.0,220.879908,137.835547516,43.3491738087,2.91921723201,4.83426,35.5956965767
 01/31  17:00:00,577.063910598,71.3952393459,145.980322154,0.0,220.879908,133.019064,51.8398144741,11.6613866568,4.83426,35.3441678174
 01/31  18:00:00,409.944592051,70.4587705184,45.5887734862,0.0,220.879908,53.238744,105.528164183,74.180313649,4.83426,26.5135905342
 01/31  19:00:00,366.770370654,70.376818618,0.0,0.0,220.879908,53.238744,298.406206999,258.116123685,4.83426,35.4558233145
 01/31  20:00:00,366.891264527,70.3402657489,0.0,0.0,220.879908,53.238744,399.422532735,385.911122659,4.83426,8.67715007674
 01/31  21:00:00,367.075852261,70.3382633691,0.0,0.0,220.879908,53.238744,446.834514859,433.332060204,4.83426,8.66819465527
 01/31  22:00:00,117.566816202,0.0,0.0,0.0,43.513341876,52.539744,13.5022798971,0.0,4.83426,8.66801989705
 01/31  23:00:00,117.663154405,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/31  24:00:00,118.681417528,0.0,0.0,0.0,43.513341876,52.539744,13.4627702647,0.0,4.83426,8.62851026473
 02/01  01:00:00,117.738639337,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/01  02:00:00,117.752847988,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/01  03:00:00,117.749240656,0.0,0.0,0.0,43.513341876,52.539744,13.4508294968,0.0,4.83426,8.61656949681
 02/01  04:00:00,117.743916149,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/01  05:00:00,118.16729276,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/01  06:00:00,118.134738123,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/01  07:00:00,189.796141801,70.3382633691,0.00149933027165,0.0,43.513341876,53.238744,842.607454606,829.156732093,4.83426,8.61646251304
 02/01  08:00:00,349.502853485,70.3382633691,0.0,0.0,220.879908,53.238744,754.947298461,732.608698993,4.83426,17.5043394679
 02/01  09:00:00,441.961067391,70.3382633691,0.00187207838775,0.0,220.879908,145.652643033,650.663491131,588.000181166,36.25695,26.4063599649
 02/01  10:00:00,441.898547087,70.3400591926,0.0,0.0,220.879908,145.652643033,609.467823619,537.686812421,36.25695,35.524061198
 02/01  11:00:00,447.787298204,70.3725305331,0.00177962387774,0.0,220.879908,151.653867033,589.609846335,505.69946132,48.3426,35.5677850145
 02/01  12:00:00,448.707860354,70.4547793796,0.0,0.0,220.879908,151.653867033,538.856955236,448.284779495,48.3426,42.2295757412
 02/01  13:00:00,447.879903336,70.6305215904,0.0,0.0,220.879908,151.653867033,489.677354763,403.192366246,48.3426,38.142388517
 02/01  14:00:00,442.115436188,70.8562522737,0.0,0.0,220.879908,145.652643033,483.870217358,414.920733215,24.1713,44.7781841433
 02/01  15:00:00,442.330990305,71.0758711638,0.0,0.0,220.879908,145.652643033,477.399959137,417.689569726,24.1713,35.539089411
 02/01  16:00:00,434.745425632,71.3478183977,0.0,0.0,220.879908,137.835547516,417.423073866,368.102706896,4.83426,44.4861069707
 02/01  17:00:00,428.710302426,70.3947804397,0.0,0.0,220.879908,133.019064,271.743706578,240.394550596,4.83426,26.5148959819
 02/01  18:00:00,363.779761527,70.3382633691,0.0,0.0,220.879908,53.238744,317.557373791,286.211206948,4.83426,26.5119068435
 02/01  19:00:00,366.758723174,70.3382633691,0.0,0.0,220.879908,53.238744,309.785009312,269.494173904,4.83426,35.4565754081
 02/01  20:00:00,367.159621195,70.3382633691,0.0,0.0,220.879908,53.238744,289.250904041,275.73980362,4.83426,8.67684042129
 02/01  21:00:00,367.13099149,70.3382633691,0.0,0.0,220.879908,53.238744,300.759378879,287.256906627,4.83426,8.66821225198
 02/01  22:00:00,118.00868912,0.0,0.0,0.0,43.513341876,52.539744,13.5023073891,0.0,4.83426,8.66804738914
 02/01  23:00:00,117.764806913,0.0,0.0,0.0,43.513341876,52.539744,13.4716798073,0.0,4.83426,8.63741980728
 02/01  24:00:00,118.704233764,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/02  01:00:00,117.77903927,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/02  02:00:00,117.753006819,0.0,0.0,0.0,43.513341876,52.539744,13.450849574,0.0,4.83426,8.61658957397
 02/02  03:00:00,117.710373737,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/02  04:00:00,117.682000023,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/02  05:00:00,118.077826523,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/02  06:00:00,118.027532763,0.0,0.0,0.0,43.513341876,52.539744,13.4507425473,0.0,4.83426,8.61648254725
 02/02  07:00:00,189.778386199,70.3382633691,0.0014288900619,0.0,43.513341876,53.238744,1262.37668651,1257.52242651,4.83426,0.02
 02/02  08:00:00,349.403677941,70.3382633691,0.0,0.0,220.879908,53.238744,1091.54870242,1069.20991935,4.83426,17.5045230683
 02/02  09:00:00,441.850522952,70.3382633691,0.00164676810313,0.0,220.879908,145.652643033,850.019980291,787.356745779,36.25695,26.4062845128
 02/02  10:00:00,442.127389905,70.5212650015,0.00245659216401,0.0,220.879908,145.652643033,658.597033848,586.81522823,36.25695,35.5248556183
 02/02  11:00:00,448.631652194,71.4067031235,0.00156448203413,0.0,220.879908,151.653867033,491.780702268,407.873843307,48.3426,35.5642589609
 02/02  12:00:00,450.724144478,72.6909678643,0.0,0.0,220.879908,151.653867033,345.953589821,253.012423764,48.3426,44.5985660569
 02/02  13:00:00,465.579550051,74.4708571512,13.8135584198,0.0,220.879908,151.653867033,273.531379493,180.477639888,48.3426,44.7111396046
 02/02  14:00:00,480.187985518,76.4384106337,32.1772437981,0.0,220.879908,145.652643033,244.619253873,175.66980303,24.1713,44.7781508428
 02/02  15:00:00,505.609876197,77.7551301559,56.0598937726,0.0,220.879908,145.652643033,201.324476748,141.614185549,24.1713,35.5389911989
 02/02  16:00:00,526.526317919,77.9762472261,84.4172122307,0.0,220.879908,137.835547516,128.291015634,87.86159381,4.83426,35.5951618242
 02/02  17:00:00,506.915448666,72.9249460895,75.0084018424,0.0,220.879908,133.019064,58.1855504316,26.8395574276,4.83426,26.511733004
 02/02  18:00:00,373.489661959,70.779247914,9.25529093598,0.0,220.879908,53.238744,198.803413907,158.625038505,4.83426,35.3441154021
 02/02  19:00:00,366.834701802,70.4941335021,0.0,0.0,220.879908,53.238744,266.445523525,229.460133921,4.83426,32.1511296036
 02/02  20:00:00,367.15584117,70.4145382746,0.0,0.0,220.879908,53.238744,248.426060616,231.687876587,4.83426,11.9039240286
 02/02  21:00:00,367.452752106,70.3523488363,0.0,0.0,220.879908,53.238744,527.360404012,513.858187688,4.83426,8.66795632344
 02/02  22:00:00,117.867913064,0.0,0.0,0.0,43.513341876,52.539744,13.5020477465,0.0,4.83426,8.66778774645
 02/02  23:00:00,117.620226312,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/02  24:00:00,118.640603409,0.0,0.0,0.0,43.513341876,52.539744,13.4626922744,0.0,4.83426,8.6284322744
 02/03  01:00:00,117.651880269,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/03  02:00:00,117.622473686,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/03  03:00:00,117.572997655,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/03  04:00:00,117.598659278,0.0,0.0,0.0,43.513341876,52.539744,13.4506088095,0.0,4.83426,8.61634880945
 02/03  05:00:00,119.742140631,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/03  06:00:00,119.387925341,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/03  07:00:00,187.458573322,70.3382633691,0.00124422835246,0.0,43.513341876,53.238744,1429.31775552,1424.46349552,4.83426,0.02
 02/03  08:00:00,349.35514151,70.3382633691,0.0,0.0,220.879908,53.238744,1203.2985468,1177.21800445,4.83426,21.246282347
 02/03  09:00:00,441.867919251,70.352868651,0.0015574164874,0.0,220.879908,145.652643033,791.276488332,732.376753973,36.25695,22.6427843588
 02/03  10:00:00,442.079032532,70.6960055797,0.00224156633909,0.0,220.879908,145.652643033,569.037729049,497.248688013,36.25695,35.5320910357
 02/03  11:00:00,448.789715827,71.6632437596,0.00152695969624,0.0,220.879908,151.653867033,429.951516179,337.155591038,48.3426,44.4533251416
 02/03  12:00:00,480.940751631,73.2506919624,29.3084056245,0.0,220.879908,151.653867033,258.209427379,174.182013179,48.3426,35.6848142004
 02/03  13:00:00,552.157416926,75.3307918257,98.6242275346,0.0,220.879908,151.653867033,172.189558083,79.1370240407,48.3426,44.7099340427
 02/03  14:00:00,658.48717746,77.7290805938,207.813035942,0.0,220.879908,145.652643033,76.8642340053,7.91285124048,24.1713,44.7800827648
 02/03  15:00:00,756.7994781,79.591090863,303.812314075,0.0,220.879908,145.652643033,59.7096442943,0.0,24.1713,35.5383442943
 02/03  16:00:00,761.890436417,80.2654969248,316.09688405,0.0,220.879908,137.835547516,40.4324610816,0.0,4.83426,35.5982010816
 02/03  17:00:00,660.898653182,74.1192109493,226.718327412,0.0,220.879908,133.019064,44.9560300016,4.77691107499,4.83426,35.3448589266
 02/03  18:00:00,407.002082537,71.0863171017,45.1017766817,0.0,220.879908,53.238744,141.269648494,109.918548486,4.83426,26.5168400076
 02/03  19:00:00,367.000340227,70.5667578685,0.0,0.0,220.879908,53.238744,334.970808752,294.682106698,4.83426,35.4544420534
 02/03  20:00:00,367.176792725,70.4010764602,0.0,0.0,220.879908,53.238744,465.925007071,452.413995041,4.83426,8.67675202976
 02/03  21:00:00,367.19540325,70.351578791,0.0,0.0,220.879908,53.238744,475.942637104,462.440583461,4.83426,8.66779364215
 02/03  22:00:00,117.569109867,0.0,0.0,0.0,43.513341876,52.539744,13.5018825102,0.0,4.83426,8.6676225102
 02/03  23:00:00,117.650292112,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/03  24:00:00,118.685582802,0.0,0.0,0.0,43.513341876,52.539744,13.4628515697,0.0,4.83426,8.62859156967
 02/04  01:00:00,117.738234877,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/04  02:00:00,117.741524987,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/04  03:00:00,117.727899812,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/04  04:00:00,117.70946537,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/04  05:00:00,118.079424195,0.0,0.0,0.0,43.513341876,52.539744,13.4447003711,0.0,4.83426,8.61044037112
 02/04  06:00:00,117.999804449,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/04  07:00:00,115.026249873,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/04  08:00:00,99.9885918857,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/04  09:00:00,100.057018572,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/04  10:00:00,100.161881822,0.0,0.0,0.0,43.513341876,52.539744,13.4506170334,0.0,4.83426,8.61635703341
 02/04  11:00:00,100.21313011,0.0,0.0,0.0,43.513341876,52.539744,13.5375725503,0.0,4.83426,8.70331255031
 02/04  12:00:00,101.103959905,0.0,0.0,0.0,43.513341876,52.539744,13.4804991117,0.0,4.83426,8.6462391117
 02/04  13:00:00,100.254225109,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/04  14:00:00,100.342296301,0.0,0.0,0.0,43.513341876,52.539744,13.4743583202,0.0,4.83426,8.6400983202
 02/04  15:00:00,100.394704693,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/04  16:00:00,100.384648412,0.0,0.0,0.0,43.513341876,52.539744,13.4748827952,0.0,4.83426,8.64062279516
 02/04  17:00:00,100.139862321,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/04  18:00:00,111.99154954,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/04  19:00:00,117.894987386,0.0,0.0,0.0,43.513341876,52.539744,13.4447746219,0.0,4.83426,8.61051462194
 02/04  20:00:00,118.292491048,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/04  21:00:00,118.26455604,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/04  22:00:00,118.052906571,0.0,0.0,0.0,43.513341876,52.539744,22.3816154644,0.0,4.83426,17.5473554644
 02/04  23:00:00,117.685862337,0.0,0.0,0.0,43.513341876,52.539744,13.4447633725,0.0,4.83426,8.61050337253
 02/04  24:00:00,118.57624777,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  01:00:00,117.637738703,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  02:00:00,117.625515919,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  03:00:00,117.62942273,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  04:00:00,117.643170112,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  05:00:00,118.051593771,0.0,0.0,0.0,43.513341876,52.539744,13.4446604304,0.0,4.83426,8.6104004304
 02/05  06:00:00,117.968023255,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  07:00:00,114.985766001,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  08:00:00,99.9474903219,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  09:00:00,100.000990742,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  10:00:00,100.095249309,0.0,0.0,0.0,43.513341876,52.539744,13.4508080311,0.0,4.83426,8.61654803109
 02/05  11:00:00,100.144920721,0.0,0.0,0.0,43.513341876,52.539744,13.5360865448,0.0,4.83426,8.7018265448
 02/05  12:00:00,101.020362366,0.0,0.0,0.0,43.513341876,52.539744,13.480686755,0.0,4.83426,8.64642675497
 02/05  13:00:00,100.179619918,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  14:00:00,100.297393461,0.0,0.0,0.0,43.513341876,52.539744,13.4807505635,0.0,4.83426,8.64649056349
 02/05  15:00:00,100.347102414,0.0,0.0,0.0,43.513341876,52.539744,13.4734695287,0.0,4.83426,8.63920952874
 02/05  16:00:00,100.330420847,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  17:00:00,100.096765677,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  18:00:00,111.945260497,0.0,0.0,0.0,43.513341876,52.539744,13.4446374159,0.0,4.83426,8.61037741593
 02/05  19:00:00,117.826629262,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  20:00:00,118.19702936,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  21:00:00,118.187023364,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  22:00:00,118.019238997,0.0,0.0,0.0,43.513341876,52.539744,31.1460867219,0.0,4.83426,26.3118267219
 02/05  23:00:00,117.66811638,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/05  24:00:00,118.558997852,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/06  01:00:00,117.593314681,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/06  02:00:00,117.558295136,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/06  03:00:00,117.525773951,0.0,0.0,0.0,43.513341876,52.539744,13.4506615717,0.0,4.83426,8.6164015717
 02/06  04:00:00,117.508019455,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/06  05:00:00,117.929821852,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/06  06:00:00,117.914021989,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/06  07:00:00,186.918047712,70.3382633691,0.0,0.0,43.513341876,53.238744,1477.92462357,1464.47378827,4.83426,8.61657530217
 02/06  08:00:00,349.373221728,70.3382633691,0.0,0.0,220.879908,53.238744,1191.0415691,1168.70253273,4.83426,17.5047763695
 02/06  09:00:00,441.801330456,70.3382633691,0.00123691903676,0.0,220.879908,145.652643033,795.703496986,733.042124194,36.25695,26.4044227924
 02/06  10:00:00,441.753087644,70.523640684,0.00201790125612,0.0,220.879908,145.652643033,553.789855143,482.002758467,36.25695,35.5301466762
 02/06  11:00:00,454.083505667,71.2588769392,5.70376309215,0.0,220.879908,151.653867033,374.807463294,290.898193251,48.3426,35.566670043
 02/06  12:00:00,516.709276821,72.5343409141,65.4343171537,0.0,220.879908,151.653867033,212.946179194,128.919937947,48.3426,35.6836412472
 02/06  13:00:00,600.029916945,73.9791510907,147.42400866,0.0,220.879908,151.653867033,121.434475402,28.3749083994,48.3426,44.7169670031
 02/06  14:00:00,705.60790809,75.6914804302,256.595075091,0.0,220.879908,145.652643033,68.9536556627,0.00396854697125,24.1713,44.7783871157
 02/06  15:00:00,787.299867368,77.1462213716,336.474576802,0.0,220.879908,145.652643033,59.7092123103,0.0,24.1713,35.5379123103
 02/06  16:00:00,791.116191377,77.4646072173,347.854756007,0.0,220.879908,137.835547516,43.048028447,0.0,4.83426,38.213768447
 02/06  17:00:00,678.585341399,73.0925543283,245.257668031,0.0,220.879908,133.019064,39.5823478031,2.00488264629,4.83426,32.7432051568
 02/06  18:00:00,499.806110735,70.8889408389,137.117593094,0.0,220.879908,53.238744,51.1693815454,19.8213519409,4.83426,26.5137696045
 02/06  19:00:00,456.908697416,70.542898338,88.936079676,0.0,220.879908,53.238744,87.7051724724,47.4155431176,4.83426,35.4553693547
 02/06  20:00:00,427.517489607,70.4292844096,59.529538053,0.0,220.879908,53.238744,82.1589251408,68.6480927471,4.83426,8.67657239368
 02/06  21:00:00,412.49656869,70.3945790447,44.7466763692,0.0,220.879908,53.238744,101.283299631,87.7810950749,4.83426,8.66794455595
 02/06  22:00:00,117.989810873,0.0,0.0,0.0,43.513341876,52.539744,13.5020429223,0.0,4.83426,8.66778292232
 02/06  23:00:00,117.730339356,0.0,0.0,0.0,43.513341876,52.539744,13.4720508122,0.0,4.83426,8.63779081224
 02/06  24:00:00,118.74381384,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/07  01:00:00,117.815761586,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/07  02:00:00,117.837512425,0.0,0.0,0.0,43.513341876,52.539744,13.4499587038,0.0,4.83426,8.61569870376
 02/07  03:00:00,117.843995179,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/07  04:00:00,117.842728127,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/07  05:00:00,120.015518565,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/07  06:00:00,119.642031976,0.0,0.0,0.0,43.513341876,52.539744,13.4507672717,0.0,4.83426,8.61650727172
 02/07  07:00:00,186.831584881,70.3382633691,0.0,0.0,43.513341876,53.238744,544.907595681,540.053335681,4.83426,0.02
 02/07  08:00:00,348.808984657,70.3382633691,0.0,0.0,220.879908,53.238744,454.946305086,432.608177034,4.83426,17.5038680525
 02/07  09:00:00,454.173656155,70.5991231911,12.4257734598,0.0,220.879908,145.652643033,297.456941502,234.793936047,36.25695,26.4060554545
 02/07  10:00:00,464.670690462,71.6128861482,21.678076868,0.0,220.879908,145.652643033,272.194094652,200.405312358,36.25695,35.5318322939
 02/07  11:00:00,492.862171526,72.9477135634,42.2020435449,0.0,220.879908,151.653867033,240.543467248,156.636215824,48.3426,35.564651424
 02/07  12:00:00,552.488734414,74.8987223388,98.4184742025,0.0,220.879908,151.653867033,158.09504534,65.1555787017,48.3426,44.5968666381
 02/07  13:00:00,654.628165067,76.7784376392,198.939101144,0.0,220.879908,151.653867033,98.5102304707,5.45854854568,48.3426,44.709081925
 02/07  14:00:00,725.992525016,78.4611302796,274.275238528,0.0,220.879908,145.652643033,67.4097883488,0.00483209548913,24.1713,43.2336562533
 02/07  15:00:00,749.217690807,80.227373669,295.740736409,0.0,220.879908,145.652643033,61.2382142444,0.0,24.1713,37.0669142444
 02/07  16:00:00,755.354414475,81.0098149303,308.948207838,0.0,220.879908,137.835547516,40.42781211,0.0,4.83426,35.59355211
 02/07  17:00:00,604.910982895,74.189401216,171.163807489,0.0,220.879908,133.019064,44.1683692339,12.8238933025,4.83426,26.5102159314
 02/07  18:00:00,422.965089918,71.1455539122,60.8522040255,0.0,220.879908,53.238744,101.876338059,61.6993371146,4.83426,35.3427409441
 02/07  19:00:00,403.952298774,70.6855467147,36.492327419,0.0,220.879908,53.238744,114.310436817,82.8798325674,4.83426,26.5963442493
 02/07  20:00:00,369.79432396,70.4839646135,2.97128021178,0.0,220.879908,53.238744,213.96108747,191.79245466,4.83426,17.3343728098
 02/07  21:00:00,367.056408246,70.3829176625,0.0,0.0,220.879908,53.238744,505.488538366,491.986603223,4.83426,8.66767514271
 02/07  22:00:00,117.541734443,0.0,0.0,0.0,43.513341876,52.539744,13.5017658406,0.0,4.83426,8.66750584059
 02/07  23:00:00,117.622631209,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/07  24:00:00,118.666609363,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/08  01:00:00,117.673657686,0.0,0.0,0.0,43.513341876,52.539744,13.450740061,0.0,4.83426,8.61648006104
 02/08  02:00:00,117.651418204,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/08  03:00:00,117.633116179,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/08  04:00:00,117.631726368,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/08  05:00:00,118.057423627,0.0,0.0,0.0,43.513341876,52.539744,13.4506292607,0.0,4.83426,8.61636926068
 02/08  06:00:00,118.030459499,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 02/08  07:00:00,186.73991835,70.3382633691,0.0013046635486,0.0,43.513341876,53.238744,1207.19244425,1202.33818425,4.83426,0.02
 02/08  08:00:00,349.366289373,70.3382633691,0.0,0.0,220.879908,53.238744,996.758297587,974.419744355,4.83426,17.5042932326
 02/08  09:00:00,441.881317056,70.4021573446,0.00137601357743,0.0,220.879908,145.652643033,686.200919686,623.535439085,36.25695,26.4085306009
 02/08  10:00:00,442.058663169,70.9139596909,0.00186232614448,0.0,220.879908,145.652643033,489.734625711,417.947304417,36.25695,35.5303712938
 02/08  11:00:00,449.096367809,72.0187444841,0.0012445636386,0.0,220.879908,151.653867033,404.111422439,311.317767749,48.3426,44.4510546898
 02/08  12:00:00,467.396018139,73.5584895437,15.6253560549,0.0,220.879908,151.653867033,268.085135665,184.05981438,48.3426,35.6827212846
 02/08  13:00:00,512.752383586,75.6891526613,59.2381089175,0.0,220.879908,151.653867033,208.855994661,115.800438872,48.3426,44.7129557882
 02/08  14:00:00,553.921512208,77.814772388,103.93884199,0.0,220.879908,145.652643033,156.08955478,87.1414201716,24.1713,44.7768346087
 02/08  15:00:00,613.256052671,79.3795427011,161.401198974,0.0,220.879908,145.652643033,95.6188310933,35.906723307,24.1713,35.5408077863
 02/08  16:00:00,643.62724393,80.0440058549,198.796508401,0.0,220.879908,137.835547516,52.2592220128,11.8283653583,4.83426,35.5965966546
 02/08  17:00:00,565.007803216,73.9272311228,131.776031236,0.0,220.879908,133.019064,59.1964833384,19.0181884933,4.83426,35.3440348452
